Id,Category
1948,1
1949,3
1950,2
1951,8
1952,6
1953,2
1954,6
1955,11
1956,7
1957,9
1958,12
1959,8
1960,7
1961,7
1962,8
1963,10
1964,8
1965,9
1966,6
1967,8
1968,3
1969,11
1970,4
1971,5
1972,4
1973,12
1974,3
1975,2
1976,9
1977,2
1978,3
1979,8
1980,9
1981,11
1982,8
1983,11
1984,9
1985,10
1986,7
1987,1
1988,3
1989,6
1990,7
1991,5
1992,8
1993,8
1994,10
1995,3
1996,7
1997,5
1998,12
1999,12
2000,11
2001,6
2002,10
2003,11
2004,5
2005,2
2006,7
2007,5
2008,11
2009,3
2010,3
2011,7
2012,2
2013,3
2014,8
2015,2
2016,8
2017,11
2018,6
2019,4
2020,10
2021,12
2022,8
2023,6
2024,6
2025,3
2026,6
2027,6
2028,11
2029,9
2030,8
2031,2
2032,2
2033,7
2034,6
2035,7
2036,1
2037,7
2038,8
2039,6
2040,2
2041,10
2042,10
2043,4
2044,7
2045,3
2046,3
2047,10
2048,1
2049,3
2050,12
2051,7
2052,7
2053,12
2054,2
2055,11
2056,11
2057,3
2058,3
2059,8
2060,3
2061,2
2062,5
2063,5
2064,2
2065,9
2066,7
2067,12
2068,3
2069,12
2070,8
2071,9
2072,5
2073,6
2074,2
2075,11
2076,6
2077,9
2078,9
2079,4
2080,8
2081,5
2082,10
2083,1
2084,12
2085,10
2086,1
2087,11
2088,11
2089,9
2090,11
2091,6
2092,5
2093,1
2094,12
2095,11
2096,1
2097,9
2098,8
2099,5
2100,6
2101,5
2102,6
2103,1
2104,6
2105,2
2106,1
2107,7
2108,8
2109,9
2110,4
2111,9
2112,9
2113,7
2114,11
2115,10
2116,6
2117,10
2118,9
2119,12
2120,2
2121,11
2122,7
2123,2
2124,12
2125,11
2126,1
2127,4
2128,5
2129,8
2130,12
2131,5
2132,9
2133,12
2134,6
2135,8
2136,11
2137,11
2138,2
2139,3
2140,8
2141,10
2142,3
2143,5
2144,5
2145,6
2146,3
2147,9
2148,2
2149,11
2150,1
2151,10
2152,11
2153,6
2154,8
2155,5
2156,10
2157,8
2158,8
2159,11
2160,6
2161,11
2162,6
2163,8
2164,7
2165,9
2166,7
2167,10
2168,6
2169,11
2170,2
2171,12
2172,9
2173,7
2174,2
2175,11
2176,9
2177,6
2178,4
2179,4
2180,7
2181,9
2182,11
2183,3
2184,7
2185,6
2186,3
2187,10
2188,10
2189,5
2190,4
2191,6
2192,4
2193,2
2194,5
2195,4
2196,3
2197,8
2198,12
2199,3
2200,11
2201,7
2202,3
2203,9
2204,8
2205,4
2206,7
2207,1
2208,1
2209,10
2210,2
2211,9
2212,10
2213,10
2214,9
2215,12
2216,4
2217,12
2218,7
2219,8
2220,12
2221,3
2222,12
2223,3
2224,12
2225,12
2226,3
2227,1
2228,4
2229,7
2230,10
2231,8
2232,4
2233,6
2234,11
2235,8
2236,4
2237,7
2238,11
2239,3
2240,10
2241,3
2242,2
2243,1
2244,1
2245,12
2246,11
2247,1
2248,9
2249,12
2250,3
2251,2
2252,5
2253,9
2254,8
2255,6
2256,11
2257,1
2258,7
2259,2
2260,7
2261,7
2262,8
2263,3
2264,5
2265,4
2266,8
2267,8
2268,9
2269,2
2270,8
2271,10
2272,5
2273,5
2274,9
2275,3
2276,12
2277,2
2278,7
2279,1
2280,4
2281,4
2282,12
2283,3
2284,6
2285,6
2286,10
2287,1
2288,10
2289,7
2290,1
2291,7
2292,6
2293,6
2294,8
2295,7
2296,9
2297,12
2298,10
2299,6
2300,2
2301,12
2302,5
2303,10
2304,10
2305,10
2306,8
2307,4
2308,9
2309,6
2310,7
2311,6
2312,6
2313,3
2314,4
2315,11
2316,11
2317,6
2318,8
2319,9
2320,2
2321,7
2322,3
2323,1
2324,1
2325,12
2326,7
2327,2
2328,8
2329,8
2330,4
2331,9
2332,5
2333,3
2334,3
2335,5
2336,1
2337,5
2338,7
2339,7
2340,1
2341,7
2342,6
2343,8
2344,10
2345,3
2346,12
2347,7
2348,11
2349,8
2350,2
2351,1
2352,1
2353,3
2354,7
2355,2
2356,1
2357,7
2358,12
2359,2
2360,2
2361,2
2362,1
2363,9
2364,6
2365,7
2366,8
2367,11
2368,2
2369,4
2370,1
2371,2
2372,1
2373,3
2374,10
2375,11
2376,7
2377,11
2378,3
2379,6
2380,5
2381,9
2382,12
2383,3
2384,10
2385,7
2386,10
2387,11
2388,3
2389,12
2390,1
2391,7
2392,11
2393,3
2394,6
2395,4
2396,7
2397,10
2398,5
2399,8
2400,12
2401,10
2402,10
2403,12
2404,3
2405,9
2406,9
2407,10
2408,9
2409,4
2410,1
2411,2
2412,4
2413,11
2414,11
2415,6
2416,12
2417,1
2418,11
2419,7
2420,12
2421,11
2422,2
2423,5
2424,1
2425,6
2426,6
2427,4
2428,11
2429,6
2430,9
2431,8
2432,10
2433,4
2434,10
2435,5
2436,1
2437,11
2438,12
2439,2
2440,7
2441,10
2442,2
2443,1
2444,6
2445,2
2446,12
2447,12
2448,12
2449,12
2450,9
2451,9
2452,5
2453,1
2454,6
2455,7
2456,7
2457,10
2458,8
2459,12
2460,8
2461,11
2462,2
2463,10
2464,12
2465,3
2466,11
2467,9
2468,9
2469,9
2470,10
2471,7
2472,10
2473,7
2474,11
2475,2
2476,11
2477,3
2478,10
2479,6
2480,8
2481,5
2482,5
2483,9
2484,12
2485,11
2486,8
2487,12
2488,8
2489,10
2490,11
2491,3
2492,2
2493,10
2494,6
2495,9
2496,12
2497,4
2498,4
2499,7
2500,7
2501,8
2502,8
2503,2
2504,6
2505,5
2506,1
2507,3
2508,12
2509,11
2510,10
2511,2
2512,7
2513,1
2514,9
2515,10
2516,11
2517,2
2518,4
2519,10
2520,6
2521,7
2522,11
2523,12
2524,1
2525,5
2526,7
2527,9
2528,12
2529,9
2530,4
2531,12
2532,11
2533,6
2534,9
2535,7
2536,12
2537,5
2538,11
2539,11
2540,5
2541,9
2542,11
2543,11
2544,1
2545,1
2546,7
2547,1
2548,3
2549,1
2550,10
2551,3
2552,12
2553,10
2554,10
2555,6
2556,4
2557,9
2558,11
2559,11
2560,11
2561,11
2562,6
2563,6
2564,1
2565,6
2566,8
2567,2
2568,5
2569,4
2570,7
2571,6
2572,5
2573,1
2574,4
2575,3
2576,9
2577,8
2578,2
2579,2
2580,1
2581,9
2582,7
2583,11
2584,2
2585,4
2586,1
2587,8
2588,4
2589,9
2590,2
2591,7
2592,1
2593,2
2594,6
2595,9
2596,8
2597,3
2598,8
2599,9
2600,4
2601,10
2602,3
2603,3
2604,8
2605,11
2606,10
2607,8
2608,1
2609,12
2610,10
2611,5
2612,11
2613,9
2614,3
2615,3
2616,11
2617,4
2618,4
2619,5
2620,10
2621,2
2622,9
2623,8
2624,10
2625,5
2626,2
2627,11
2628,9
2629,7
2630,9
2631,10
2632,7
2633,10
2634,9
2635,7
2636,9
2637,12
2638,8
2639,10
2640,3
2641,10
2642,3
2643,5
2644,10
2645,5
2646,1
2647,3
2648,1
2649,8
2650,4
2651,6
2652,3
2653,11
2654,5
2655,3
2656,10
2657,1
2658,1
2659,7
2660,12
2661,8
2662,8
2663,8
2664,12
2665,3
2666,11
2667,1
2668,10
2669,1
2670,5
2671,8
2672,3
2673,10
2674,3
2675,3
2676,8
2677,12
2678,8
2679,3
2680,11
2681,5
2682,1
2683,3
2684,11
2685,11
2686,7
2687,7
2688,1
2689,2
2690,3
2691,10
2692,5
2693,4
2694,4
2695,4
2696,6
2697,3
2698,7
2699,8
2700,9
2701,5
2702,12
2703,3
2704,9
2705,5
2706,11
2707,5
2708,9
2709,5
2710,11
2711,10
2712,6
2713,5
2714,5
2715,6
2716,5
2717,1
2718,6
2719,8
2720,4
2721,5
2722,2
2723,6
2724,4
2725,1
2726,11
2727,3
2728,9
2729,2
2730,12
2731,7
2732,11
2733,9
2734,6
2735,8
2736,5
2737,7
2738,10
2739,4
2740,4
2741,5
2742,11
2743,2
2744,3
2745,4
2746,5
2747,9
2748,11
2749,1
2750,1
2751,1
2752,3
2753,1
2754,6
2755,3
2756,12
2757,9
2758,6
2759,1
2760,7
2761,8
2762,8
2763,6
2764,2
2765,10
2766,3
2767,7
2768,10
2769,7
2770,4
2771,11
2772,1
2773,9
2774,11
2775,6
2776,6
2777,2
2778,12
2779,11
2780,6
2781,5
2782,2
2783,12
2784,1
2785,3
2786,4
2787,1
2788,2
2789,9
2790,6
2791,5
2792,3
2793,6
2794,3
2795,4
2796,4
2797,10
2798,9
2799,5
2800,7
2801,4
2802,4
2803,4
2804,9
2805,7
2806,1
2807,1
2808,4
2809,6
2810,4
2811,9
2812,12
2813,10
2814,8
2815,10
2816,9
2817,8
2818,10
2819,5
2820,8
2821,3
2822,4
2823,1
2824,5
2825,2
2826,5
2827,2
2828,10
2829,9
2830,2
2831,10
2832,3
2833,2
2834,8
2835,12
2836,10
2837,8
2838,4
2839,4
2840,6
2841,5
2842,11
2843,1
2844,9
2845,5
2846,4
2847,8
2848,12
2849,11
2850,12
2851,1
2852,2
2853,12
2854,2
2855,9
2856,12
2857,2
2858,11
2859,1
2860,5
2861,3
2862,12
2863,11
2864,10
2865,11
2866,10
2867,11
2868,4
2869,9
2870,8
2871,4
2872,5
2873,11
2874,1
2875,9
2876,3
2877,10
2878,3
2879,2
2880,8
2881,2
2882,10
2883,11
2884,4
2885,4
2886,1
2887,6
2888,12
2889,9
2890,4
2891,8
2892,10
2893,2
2894,7
2895,11
2896,9
2897,3
2898,5
2899,7
2900,1
2901,5
2902,3
2903,6
2904,10
2905,5
2906,7
2907,2
2908,11
2909,3
2910,5
2911,8
2912,10
2913,3
2914,7
2915,12
2916,9
2917,1
2918,1
2919,6
2920,6
2921,6
2922,2
2923,5
2924,11
2925,9
2926,6
2927,11
2928,2
2929,3
2930,12
2931,2
2932,5
2933,4
2934,1
2935,3
2936,6
2937,4
2938,9
2939,3
2940,12
2941,4
2942,2
2943,7
2944,10
2945,6
2946,12
2947,6
2948,4
2949,3
2950,12
2951,3
2952,5
2953,3
2954,4
2955,6
2956,12
2957,11
2958,7
2959,8
2960,1
2961,7
2962,11
2963,6
2964,5
2965,2
2966,8
2967,12
2968,9
2969,6
2970,8
2971,8
2972,9
2973,8
2974,7
2975,12
2976,8
2977,8
2978,9
2979,11
2980,5
2981,9
2982,7
2983,5
2984,6
2985,9
2986,3
2987,12
2988,12
2989,4
2990,5
2991,12
2992,10
2993,10
2994,8
2995,10
2996,6
2997,10
